Word,Arousal,Valence,ValenceCategory,ValenceVsNeutral,Happiness,Anger,Fear,Sadness,Disgust,Surprise,Dominant_Emotion,N_Arousal,N_Valence,N_Primary_Emotion,N_Unknown_Arousal,N_Unknown_Valence,N_Unknown_Primary_Emotion,Concreteness,ConcretenessCategory,Imageability,ImageabilityCategory,SourceImageability,Frequency_Zipf,Prevalence,Length,Nsyl,N_phonemes,PoS,OLD20,AoA,DLP_RT,DLP_Acc,DCP_RT,DCP_Acc
vierkant,2.6875,3,neutral,neutral,1.090909091,1.090909091,1.363636364,1,1,1,Fear,15,18,11,0,0,0,4.266666667,high,6.13,high,van Loon,3.419922721,3.212922215,8,2,7,N,2.05,6.9,504.6835135,0.974358974,1026.21,1
doelpunt,4,3.947368421,positive,valenced,2.583333333,1,1,1,1,2.166666667,Happiness,16,19,12,0,0,0,3.6,high,5.73,high,van Loon,3.384532615,3.17275684,8,2,7,N,2.55,6.9,535.43275,0.975609756,985.89,1
rozijnen,2.705882353,3,neutral,neutral,1.509090909,1,1,1,1.454545455,1,Happiness,15,19,11,0,0,0,4.733333333,high,#N/A,#N/A,#N/A,3.283504757,3.167264729,8,3,6,N,2.25,6.9,594.1660526,1,947.27,1
spleet,3.25,3,neutral,neutral,1,1,1.25,1,1.825,1.7,Disgust,15,18,8,0,0,0,4.333333333,high,6.13,high,van Loon,3.251321812,2.847416743,6,1,5,N,1.8,6.9,600.2884848,0.853658537,1042.19,1
buschauffeur,2.8125,2.894736842,negative,neutral,1.363636364,1,1,1,1,1,Happiness,16,19,11,0,0,0,4.333333333,high,#N/A,#N/A,#N/A,3.178775572,2.11394061,12,3,7,N,4.2,6.9,613.0466667,1,1294.03,0.97
scheel,2.928571429,1.95,negative,neutral,1,1.177777778,1.111111111,1.622222222,1.111111111,1,Sadness,17,20,9,0,0,0,3.6,high,6.1,high,de Deyne et al. 2019,3.099577061,2.457309188,6,1,4,ADJ,1.4,6.9,536.3324324,0.926829268,1030.96,1
drinkwater,2.235294118,3.526315789,positive,neutral,3,1.090909091,1.181818182,1.363636364,1,1.090909091,Happiness,16,19,11,0,0,0,4.066666667,high,#N/A,#N/A,#N/A,3.08350262,2.671202041,10,3,10,N,2.95,6.9,510.9631579,1,990.49,1
spatten,3.733333333,2.842105263,negative,neutral,1.25,1.625,1.625,1.285714286,1.875,1.375,Disgust,15,19,8,0,0,0,3.733333333,high,5.3,high,van Loon,2.992686039,2.434810725,7,2,5,WW,1.55,6.9,576.234375,0.804878049,1095.89,0.99
schuin,2.625,2.736842105,negative,neutral,1,1,1.222222222,1,1.111111111,1.333333333,Surprise,16,19,9,0,0,1,4.066666667,high,6,high,de Deyne et al. 2019,2.992686039,2.614866324,6,1,4,ADJ,1.65,6.9,550.3505714,0.95,1061.38,0.99
snorharen,2.529411765,2.947368421,negative,neutral,1.583333333,1,1,1.083333333,1.083333333,1,Happiness,16,19,12,0,0,0,4.533333333,high,#N/A,#N/A,#N/A,2.790566625,3.198810838,9,3,8,N,2.9,6.9,614.7954286,0.853658537,1094.05,1
huisnummer,2.625,3,neutral,neutral,1.272727273,1,1,1,1,1,Happiness,14,18,11,0,0,0,4.466666667,high,#N/A,#N/A,#N/A,2.757168192,2.886895455,10,3,8,N,3.4,6.9,542.0619512,1,989.93,1
meetlat,2.823529412,3,neutral,neutral,1,1,1,1,1,1,Joint,17,19,11,0,0,0,4.8,high,6.1,high,van Loon,2.400537989,2.507090062,7,2,6,N,2.2,6.9,547.4055263,0.926829268,1016.46,0.99
kwispelen,3.266666667,3.736842105,positive,valenced,3.7,1.1,1.1,1.1,1.1,1.5,Happiness,16,19,10,0,0,0,4,high,#N/A,#N/A,#N/A,2.137354111,1.898183996,9,3,8,WW,1.95,6.9,592.8196774,0.825,1174.71,0.98
fonteintje,2.285714286,3.421052632,positive,neutral,2.363636364,1.181818182,1,1.181818182,1.181818182,1.272727273,Happiness,16,19,11,0,0,0,4.666666667,high,#N/A,#N/A,#N/A,1.961421094,2.680598398,10,3,9,N,3.55,6.9,565.3012821,0.951219512,1124.98,0.99
ganzenbord,2.5,3.25,positive,neutral,2.666666667,1.222222222,1.111111111,1.222222222,1.111111111,1.777777778,Happiness,16,20,9,0,0,0,4.6,high,#N/A,#N/A,#N/A,1.359835482,2.585913553,10,3,9,N,2.95,6.9,568.0890244,1,1121.34,1
luis,3.428571429,1.7,negative,neutral,1.090909091,2,2.272727273,1.727272727,3.181818182,2.090909091,Disgust,15,20,11,0,0,0,4.733333333,high,3.911764706,low,de Deyne et al. 2008,3.765765385,2.366355242,4,1,3,N,1,6.906652047,541.5318919,0.926829268,1078.51,0.99
terras,2.5,3.666666667,positive,valenced,3.472727273,1.090909091,1.090909091,1.090909091,1,1.363636364,Happiness,14,18,11,0,0,0,4.466666667,high,5.6,high,van Loon,3.505353506,2.739322651,6,2,5,N,1.9,6.9125,483.8532353,0.948717949,977.81,1
krijg,3,3.368421053,positive,neutral,1.75,1.125,1,1,1,2,Surprise,17,19,8,0,0,2,2.357142857,low,#N/A,#N/A,#N/A,5.573195344,2.270759709,5,1,4,N,1.7,6.921945701,670.1926471,0.875,1079.93,1
kanon,3.5,2.210526316,negative,neutral,1,2.222222222,3.377777778,1.777777778,1.555555556,1.666666667,Fear,14,19,9,0,0,1,5,high,5.35483871,high,de Deyne et al. 2008,3.790587727,2.156626165,5,2,5,N,1.75,6.924842767,517.7558974,0.975,1066.29,0.99
kwak,2.6,2.421052632,negative,neutral,1,1.272727273,1.090909091,1.272727273,2.090909091,1.090909091,Disgust,14,19,11,0,0,0,3.5,high,#N/A,#N/A,#N/A,2.961278679,1.786901553,4,1,4,N,1.2,6.925925926,558.8902941,0.853658537,1209.79,0.96
woud,2.375,3.5,positive,neutral,2.222222222,1,1,1,1,1.777777778,Happiness,14,18,9,0,0,0,4.533333333,high,6.1,high,van Loon,3.715251029,2.2425816,4,1,3,N,1.45,6.927004717,488.6261765,0.902439024,1148.62,0.98
kilo,2.8125,3.052631579,positive,neutral,1,1.56,1,1.26,1.08,1.1,Anger,17,19,10,0,0,1,3.2,high,4.47,high,van Loon,4.454744275,2.646624327,4,2,4,N,1.8,6.927678571,567.2284375,0.829268293,950.1,1
parkiet,2.5625,3.157894737,positive,neutral,2.666666667,1.222222222,1.222222222,1.222222222,1.222222222,1.555555556,Happiness,17,19,9,0,0,0,4.866666667,high,5.71875,high,de Deyne et al. 2008,2.927421695,2.279052484,7,2,6,N,1.95,6.933333333,558.0416667,0.926829268,986.41,0.99
perenboom,2.5,3.35,positive,neutral,2.5,1.125,1.125,1.142857143,1.125,1.25,Happiness,16,20,8,0,0,0,4.733333333,high,#N/A,#N/A,#N/A,2.400537989,1.933121748,9,3,7,N,2.75,6.933333333,614.5305882,0.829268293,1176.36,0.98
basketbal,3.5625,3.333333333,positive,neutral,1.727272727,1.181818182,1.272727273,1.272727273,1.181818182,1.272727273,Happiness,12,18,11,0,0,0,4.6,high,#N/A,#N/A,#N/A,3.944684967,2.572381409,9,3,9,N,3.15,6.9375,521.4445,1,1114.82,1
zorg,2.1875,3.5,positive,neutral,2.333333333,1.444444444,1.555555556,1.666666667,1.555555556,1.666666667,Happiness,15,18,9,0,0,0,2.8,low,3.6,low,van Loon,5.340092769,2.667103204,4,1,4,N,1.6,6.94,497.5583333,1,914.7,0.99
oef,1.9375,3.5,positive,neutral,2.581818182,1.254545455,1.872727273,1.181818182,1.181818182,2.145454545,Happiness,16,18,11,0,0,0,1.25,low,#N/A,#N/A,#N/A,2.359266165,1.428204858,3,1,2,Function,1,6.941176471,594.9734375,0.825,1247.43,0.85
taalboek,2.941176471,3,neutral,neutral,1.4,1,1.1,1.1,1.2,1.3,Happiness,14,19,10,0,0,0,3.857142857,high,#N/A,#N/A,#N/A,1,2.487770713,8,2,6,N,2.7,6.944444444,602.2007895,0.95,1078.97,0.99
hetzelfde,2.882352941,3,neutral,neutral,1.6,1.2,1.2,1.4,1.2,1.4,Happiness,16,19,10,0,0,0,1.733333333,low,#N/A,#N/A,#N/A,5.287109666,2.754460785,9,3,9,ADJ,2.8,6.944444444,510.6571795,1,1011.64,0.99
verdwenen,3.214285714,1.85,negative,neutral,1.222222222,1.888888889,2.777777778,2.777777778,1.555555556,1.777777778,Joint,15,20,9,0,0,0,2.4,low,#N/A,#N/A,#N/A,4.818769412,2.36455126,9,3,8,ADJ,1.9,6.944444444,515.7055,1,1075.86,0.99
vanmorgen,2.875,2.894736842,negative,neutral,1.4,1.2,1.2,1.2,1.2,1.2,Happiness,15,19,10,0,0,0,1.866666667,low,#N/A,#N/A,#N/A,4.719440676,1.84520846,9,3,8,Function,3,6.944444444,559.88675,1,1112.45,0.98
onmiddellijk,3.470588235,3.105263158,positive,neutral,1.5,1.625,1.5,1.125,1,1.75,Surprise,16,19,8,0,0,0,1.466666667,low,3.2,low,de Deyne et al. 2019,4.687197987,2.240741219,12,4,9,ADJ,3,6.944444444,545.6902632,1,1256.8,0.99
voeren,3.142857143,3.15,positive,neutral,1.3,1.3,1.3,1.4,1.4,1.2,Joint,16,20,10,0,0,0,3,high,5.43,high,van Loon,4.559803722,2.416313642,6,2,4,WW,1,6.944444444,521.3056757,0.975,1006.48,0.99
eenmaal,2.4375,2.894736842,negative,neutral,1.2,1.2,1.2,1.222222222,1.2,1.7,Surprise,16,19,10,0,0,0,2.466666667,low,#N/A,#N/A,#N/A,4.558707371,2.349781095,7,2,5,Function,2.25,6.944444444,511.4605128,0.975609756,1037.9,0.99
bevroren,2.571428571,2.5,negative,neutral,1,1,1.2,1.3,1.1,1.1,Sadness,16,20,10,0,0,0,4,high,#N/A,#N/A,#N/A,4.064233296,2.31126304,8,3,7,ADJ,1.9,6.944444444,538.4089744,0.975609756,1035.35,0.99
mei,2.5625,3.315789474,positive,neutral,2.545454545,1.090909091,1.272727273,1,1,1.636363636,Happiness,16,19,11,0,0,0,1.666666667,low,4.2,high,van Loon,4.037745129,2.639913131,3,1,2,N,1,6.944444444,479.2902564,1,937.3,0.99
spijtig,2.6875,1.777777778,negative,neutral,1,1.44,1.38,4.22,1.1,1.16,Sadness,16,18,10,0,0,1,1.466666667,low,#N/A,#N/A,#N/A,4.028542787,2.462876544,7,2,6,ADJ,1.9,6.944444444,491.8440541,0.95,1018.86,0.99
ijskoud,2.941176471,1.894736842,negative,neutral,1,1.114285714,1.885714286,2.028571429,1,2,Sadness,16,19,7,0,0,0,3.666666667,high,6.45,high,de Deyne et al. 2019,3.94015276,3.113671229,7,2,5,ADJ,2.75,6.944444444,494.5876923,1,984.81,1
geschrokken,3.625,2.052631579,negative,neutral,1.1,1.6,3.3,1.4,1.4,3.1,Fear,16,19,10,0,0,0,3,high,#N/A,#N/A,#N/A,3.785735462,2.400746838,11,3,8,ADJ,2.7,6.944444444,577.7897436,0.951219512,1098.33,0.99
bovenaan,2.941176471,3.157894737,positive,neutral,1.163636364,1.072727273,1.072727273,1.072727273,1.072727273,1.072727273,Happiness,17,19,11,0,0,0,2.6,low,#N/A,#N/A,#N/A,3.782472624,3.131149526,8,3,6,Function,2.2,6.944444444,493.02,0.975,1059.31,1
verrassend,3.941176471,4.052631579,positive,valenced,3.163636364,1.254545455,1.254545455,1.236363636,1.072727273,4.909090909,Surprise,15,19,11,0,0,0,2.2,low,#N/A,#N/A,#N/A,3.687609214,2.327675309,10,3,8,ADJ,1.55,6.944444444,503.4956757,1,1229.11,0.99
zeventig,2.6875,3.111111111,positive,neutral,1.4,1.2,1.5,1.3,1.3,1.3,Fear,14,18,10,0,0,0,3.333333333,high,#N/A,#N/A,#N/A,3.555130739,2.637849999,8,3,8,TW,2.55,6.944444444,517.7358974,1,1087.87,0.99
slingeren,3.647058824,2.684210526,negative,neutral,1.666666667,1.222222222,1.733333333,1.111111111,1.111111111,1.333333333,Fear,17,19,9,0,0,0,3.733333333,high,#N/A,#N/A,#N/A,3.479805568,2.447949664,9,3,7,WW,1.9,6.944444444,543.1379487,0.951219512,968.63,0.99
zestiende,2.6875,3.111111111,positive,neutral,1,1,1,1,1,1,Joint,16,18,10,0,0,0,3.2,high,#N/A,#N/A,#N/A,3.376266636,2.729770097,9,3,8,TW,2.4,6.944444444,548.455,0.975609756,1086.13,0.99
smullen,3.071428571,4.1,positive,valenced,3.6,1.2,1.1,1.1,1.1,1.6,Happiness,14,20,10,0,0,0,3.333333333,high,6.23,high,van Loon,3.323004451,3.154897516,7,2,5,WW,1.65,6.944444444,557.3672222,0.87804878,1009.44,1
helper,3,3.944444444,positive,valenced,2.6,1,1,1,1,1.5,Happiness,16,18,10,0,0,0,2.933333333,low,#N/A,#N/A,#N/A,3.12264177,2.678503,6,2,6,N,1.7,6.944444444,510.2176316,0.951219512,1007.08,1
meezingen,3.375,3.578947368,positive,neutral,3.666666667,1.111111111,1.222222222,1.111111111,1.111111111,1.666666667,Happiness,15,19,9,0,0,0,3.733333333,high,5.8,high,van Loon,3.012457578,2.759017719,9,3,6,WW,1.75,6.944444444,532.80075,1,1031.78,1
wegvliegen,3.823529412,2.947368421,negative,neutral,1.86,1.46,1.46,1.46,1,1.46,Happiness,14,19,10,0,0,1,3.533333333,high,#N/A,#N/A,#N/A,3.012457578,2.049427765,10,3,8,WW,2,6.944444444,539.394359,1,1118.82,0.99
kapster,2.785714286,3.052631579,positive,neutral,2.4,1.1,1.3,1.2,1,1.6,Happiness,14,19,10,0,0,0,3.8,high,#N/A,#N/A,#N/A,2.972017599,3.168961872,7,2,7,N,1.85,6.944444444,520.76925,0.975,942.11,0.99
speelveld,3.4,3.210526316,positive,neutral,2.4,1.2,1.1,1.1,1.2,1.7,Happiness,14,19,10,0,0,0,4,high,#N/A,#N/A,#N/A,2.961278679,2.491277361,9,2,8,N,2.85,6.944444444,642.0524324,0.95,1005.96,0.99
bibberen,3.529411765,2.052631579,negative,neutral,1.090909091,1.818181818,3.272727273,2.181818182,1.090909091,1.363636364,Fear,15,19,11,0,0,0,4.266666667,high,5.73,high,van Loon,2.927421695,2.410446938,8,3,6,WW,1.85,6.944444444,562.0046154,1,1016.84,0.99
vraagteken,2.933333333,2.736842105,negative,neutral,1.2,1.5,1.7,1.5,1.4,2.3,Surprise,16,19,10,0,0,0,4,high,#N/A,#N/A,#N/A,2.877716801,2.848529653,10,3,8,N,2.8,6.944444444,536.9905128,1,1031.12,1
dobbelsteen,2.5,3.05,positive,neutral,1.636363636,1.272727273,1.272727273,1.454545455,1.181818182,2.363636364,Surprise,16,20,11,0,0,0,4.6,high,6.67,high,van Loon,2.850584976,2.608806801,11,3,9,N,3.25,6.944444444,566.1864103,1,1033.32,0.99
blinddoeken,3.294117647,2.736842105,negative,neutral,1,1.111111111,2.666666667,1,1,2.444444444,Fear,14,19,9,0,0,0,4.2,high,#N/A,#N/A,#N/A,2.757168192,3.209770826,11,3,8,WW,2.9,6.944444444,518.96,1,1243.81,1
alfabetisch,2.666666667,2.947368421,negative,neutral,1.454545455,1.090909091,1.181818182,1,1,1.181818182,Happiness,16,19,11,0,0,0,2.466666667,low,#N/A,#N/A,#N/A,2.681422156,2.595266367,11,4,9,ADJ,3.5,6.944444444,531.9189744,0.975609756,1099.45,1
parasol,2.375,3.473684211,positive,neutral,2.709090909,1,1,1,1,1.090909091,Happiness,17,19,11,0,0,0,4.8,high,6.37,high,van Loon,2.66029616,2.269489048,7,3,7,N,2.65,6.944444444,537.6535135,0.902439024,1067.25,0.99
schoolgebouw,3,3,neutral,neutral,1.733333333,1.2,1.377777778,1.088888889,1,1.111111111,Happiness,16,19,9,0,0,0,4.533333333,high,#N/A,#N/A,#N/A,2.66029616,2.971691178,12,3,9,N,3.85,6.944444444,561.9812821,1,1045.43,1
leesbaar,2.625,3.222222222,positive,neutral,1.8,1,1,1,1,1,Happiness,16,18,9,0,0,0,2.8,low,#N/A,#N/A,#N/A,2.637989781,2.643746628,8,2,6,ADJ,2,6.944444444,522.0394872,0.975609756,1000.91,0.99
gisterenmiddag,2.625,3,neutral,neutral,1.125,1,1,1.125,1,1,Joint,16,18,8,0,0,0,2.133333333,low,#N/A,#N/A,#N/A,2.589726256,1.967825787,14,5,12,Function,5.4,6.944444444,636.3452632,0.975,1567.91,0.9
dictee,3.266666667,2.789473684,negative,neutral,2,1.111111111,1.555555556,1.111111111,1.111111111,1.444444444,Happiness,15,19,9,0,0,0,3.8,high,#N/A,#N/A,#N/A,2.563362409,2.152130876,6,2,5,N,1.85,6.944444444,508.0083333,0.975,1054.08,0.98
autosleutel,2.642857143,3,neutral,neutral,1.875,1.125,1.25,1.142857143,1.125,1.375,Happiness,14,20,8,0,0,0,4.933333333,high,#N/A,#N/A,#N/A,2.53529412,3.198938639,11,4,9,N,3.55,6.944444444,565.7935897,0.975,1041.06,1
winkelwagen,2.8,2.947368421,negative,neutral,1.625,1,1,1,1,1.5,Happiness,16,19,8,0,0,0,4.8,high,#N/A,#N/A,#N/A,2.53529412,2.806360095,11,4,10,N,2.55,6.944444444,540.4087179,0.975609756,990.62,1
karnaval,3.882352941,3.631578947,positive,valenced,3.8,1,1,1,1.1,1.7,Happiness,14,19,10,0,0,0,3.666666667,high,#N/A,#N/A,#N/A,2.438384107,0.705284733,8,3,8,N,2.7,6.944444444,613.8278125,0.85,1569.86,0.69
grasmaaien,2.785714286,2.9,negative,neutral,2.28,1,1,1.16,1.1,1,Happiness,15,20,10,0,0,1,4.533333333,high,#N/A,#N/A,#N/A,2.438384107,1.695366138,10,3,8,WW,2.8,6.944444444,586.938,0.975609756,1148.19,0.97
brabbelen,3.470588235,2.578947368,negative,neutral,1.777777778,1.222222222,1.222222222,1.4,1.111111111,1.511111111,Happiness,16,19,9,0,0,0,3.6,high,#N/A,#N/A,#N/A,2.400537989,1.976770401,9,3,7,WW,1.7,6.944444444,607.5747059,0.875,1141.98,0.98
kikkervisje,2.764705882,3.052631579,positive,neutral,1.254545455,1.072727273,1.072727273,1.072727273,1.436363636,1.072727273,Disgust,17,19,11,0,0,0,4.6,high,#N/A,#N/A,#N/A,2.359266165,2.812399805,11,4,10,N,3.8,6.944444444,632.0241667,0.9,1100.32,1
varkenspoot,2.8125,2.666666667,negative,neutral,1,1,1,1,2.355555556,1,Disgust,14,18,9,0,0,0,4.666666667,high,#N/A,#N/A,#N/A,2.31344537,2.652376967,11,3,9,N,3.2,6.944444444,636.6778947,0.95,1221.33,0.99
werkboek,3.142857143,3.1,positive,neutral,1.2,1.3,1.3,1.3,1.5,1.4,Disgust,16,20,10,0,0,0,4.357142857,high,#N/A,#N/A,#N/A,2.262213705,2.474439318,8,2,7,N,2.4,6.944444444,533.58575,1,1057.66,1
boomtak,2.5,3.15,positive,neutral,1.163636364,1.072727273,1.072727273,1.072727273,1.072727273,1.072727273,Happiness,15,20,11,0,0,0,4.533333333,high,#N/A,#N/A,#N/A,2.204391332,1.363928871,7,2,6,N,2.8,6.944444444,595.9827778,0.95,1203.67,0.96
inplakken,3.333333333,3.052631579,positive,neutral,1.818181818,1.181818182,1.181818182,1.181818182,1.181818182,1.363636364,Happiness,16,19,11,0,0,0,3.357142857,high,#N/A,#N/A,#N/A,2.137354111,1.827702389,9,3,7,WW,1.85,6.944444444,576.3390909,0.804878049,1254.02,0.96
wegwerpen,3.647058824,2.315789474,negative,neutral,1,1.8,1.272727273,1.8,1.509090909,1.181818182,Joint,16,19,11,0,0,0,3.733333333,high,#N/A,#N/A,#N/A,2.137354111,2.460903543,9,3,8,WW,1.85,6.944444444,547.2547368,1,1061.92,0.99
linkerhelft,2.625,3.105263158,positive,neutral,1,1,1,1,1,1.2,Surprise,14,19,8,0,0,0,3.2,high,#N/A,#N/A,#N/A,1.961421094,2.340821887,11,3,11,N,4.4,6.944444444,582.6055556,0.925,1193.99,1
schoolslag,3.1875,3.052631579,positive,neutral,1.333333333,1,1,1,1,1,Happiness,15,19,9,0,0,0,4.133333333,high,#N/A,#N/A,#N/A,1.961421094,2.538168472,10,2,8,N,2.7,6.944444444,584.5094872,0.951219512,1124.47,0.99
fietsenrek,2.882352941,3.052631579,positive,neutral,1.222222222,1,1,1,1,1,Happiness,17,19,9,0,0,0,4.666666667,high,#N/A,#N/A,#N/A,1.836324116,2.113207121,10,3,8,N,3.2,6.944444444,610.6528947,0.975,1085.56,0.99
sprietje,2.352941176,3.157894737,positive,neutral,2,1.222222222,1.222222222,1.222222222,1.222222222,1.333333333,Happiness,16,19,9,0,0,0,4.133333333,high,#N/A,#N/A,#N/A,1.6599162,2.215261455,8,2,7,N,1.85,6.944444444,617.9360606,0.853658537,1132.52,0.99
vuilnisman,3.4,2.736842105,negative,neutral,1.4,1,1,1.2,1.5,1,Disgust,17,19,10,0,0,0,4,high,5.73,high,van Loon,3.107413497,2.550424146,10,3,9,N,3.55,6.944444444,549.3229268,1,1117.02,1
trampoline,3.6875,3.368421053,positive,neutral,2.909090909,1,1.090909091,1,1,1,Happiness,14,19,11,0,0,0,4.8,high,#N/A,#N/A,#N/A,2.877716801,2.771438665,10,4,10,N,3.65,6.944444444,550.17225,1,1088.78,1
angst,3.357142857,1.5,negative,neutral,1,1.5,4,1.5,1,1.2,Fear,15,20,10,0,0,0,2.333333333,low,4.4,high,van Loon,4.840955652,2.688510429,5,1,4,N,1.8,6.947258772,500.5705714,0.951219512,891.05,1
tuinhuis,2.25,3.444444444,positive,neutral,1.8,1,1,1,1,1.125,Happiness,14,18,8,0,0,0,4.866666667,high,#N/A,#N/A,#N/A,2.806383502,3.164710655,8,2,6,N,2.65,6.947368421,570.6889744,0.975,1028.16,1
leeftijd,2.75,3.052631579,positive,neutral,1.24,1.08,1.2,1.24,1,1.16,Joint,14,19,10,0,0,1,2.8,low,3.33,low,van Loon,4.653031037,2.948320097,8,2,6,N,2.45,6.95,475.6916667,1,937.41,1
daarboven,2.6875,3.052631579,positive,neutral,1.285714286,1,1.142857143,1.142857143,1,1.142857143,Happiness,16,19,7,0,0,0,2.2,low,#N/A,#N/A,#N/A,4.288132921,2.086152331,9,3,7,Function,2.7,6.95,516.37,1,1016.16,0.99
verzinnen,3.235294118,2.421052632,negative,neutral,1.363636364,1.090909091,1.363636364,1,1.090909091,1.545454545,Surprise,16,19,11,0,0,0,1.866666667,low,3.6,low,van Loon,4.228456824,2.444861089,9,3,7,WW,1.75,6.95,506.3189744,1,965.25,0.99
dadelijk,3.3125,3.111111111,positive,neutral,2,1.272727273,1.181818182,1.090909091,1,1.363636364,Happiness,16,18,11,0,0,0,1.266666667,low,#N/A,#N/A,#N/A,4.143130388,2.79978582,8,3,7,Function,1.9,6.95,506.08625,1,1025.9,0.99
terugbellen,2.8125,3.111111111,positive,neutral,1.181818182,1,1,1,1,1,Happiness,14,18,11,0,0,0,3.4,high,#N/A,#N/A,#N/A,3.985565678,2.774319942,11,4,9,WW,2.35,6.95,542.86975,0.975609756,1109.83,1
gemeente,2.571428571,3.1,positive,neutral,1.1,1,1,1,1,1,Happiness,14,20,10,0,0,0,2.266666667,low,4.37,high,van Loon,3.839232863,2.537628216,8,3,7,N,1.75,6.95,479.7847368,1,976.36,0.99
lucifer,3.071428571,2.95,negative,neutral,1.2,1,1.3,1.1,1,1.3,Joint,16,20,10,0,0,0,4.866666667,high,6.8,high,van Loon,3.809472174,2.49950637,7,3,7,N,2.55,6.95,547.6348718,1,1054.96,0.99
omver,3.176470588,2.789473684,negative,neutral,1,1.363636364,1.272727273,1.454545455,1.090909091,1.363636364,Sadness,17,19,11,0,0,0,1.866666667,low,#N/A,#N/A,#N/A,3.790587727,2.531235737,5,2,5,Function,1.75,6.95,540.014,0.975609756,1064.73,0.99
bok,2.8,2.947368421,negative,neutral,1.114285714,1.142857143,1.485714286,1,1,1,Fear,13,19,7,0,0,0,4.8,high,6.17,high,van Loon,3.336959785,2.500116555,3,1,3,N,1,6.95,616.5044737,1,1007,0.99
theepot,2.5625,3.263157895,positive,neutral,1.9,1,1,1,1,1.1,Happiness,15,19,10,0,0,0,4.533333333,high,6.7,high,van Loon,2.927421695,2.947364469,7,2,5,N,2.75,6.95,545.6528205,1,972.2,1
daartussen,2.9375,3.052631579,positive,neutral,1.545454545,1.181818182,1.363636364,1.181818182,1.181818182,1.181818182,Happiness,16,19,11,0,0,0,1.6,low,#N/A,#N/A,#N/A,2.90330708,2.206596684,10,3,7,Function,2.9,6.95,521.6676923,1,1076.74,0.98
afglijden,2.642857143,2.45,negative,neutral,2,1.2,1.4,1.4,1.3,1.6,Happiness,16,20,10,0,0,0,3.466666667,high,#N/A,#N/A,#N/A,2.53529412,2.286404583,9,3,7,WW,1.95,6.95,622.3558824,0.902439024,1170.28,0.99
framboos,2.785714286,3.8,positive,valenced,2.545454545,1,1,1,1,1.181818182,Happiness,16,20,11,0,0,0,4.8,high,6.57,high,van Loon,2.438384107,2.693225941,8,2,7,N,2.95,6.95,538.207,0.975609756,996.93,1
doodskop,3.3125,1.944444444,negative,neutral,1.072727273,2.145454545,3.454545455,1.981818182,2.490909091,1.345454545,Fear,14,18,11,0,0,0,4.666666667,high,#N/A,#N/A,#N/A,2.262213705,2.483075224,8,2,7,N,2.65,6.95,543.1983784,0.951219512,1162.72,0.99
brok,3.071428571,2.684210526,negative,neutral,1,1.166666667,1.083333333,1.416666667,1.583333333,1,Disgust,16,19,12,0,0,0,3.8,high,4.27,high,van Loon,3.216561735,2.492990358,4,1,4,N,1.1,6.95125,555.8251515,0.829268293,1023.29,0.99
rest,2.647058824,2.842105263,negative,neutral,1.090909091,1.454545455,1.363636364,1.545454545,1.363636364,1.181818182,Sadness,11,19,11,0,0,0,2.733333333,low,3.47,low,van Loon,5.243114726,2.787784419,4,1,4,N,1,6.953472222,526.8466667,1,1020.72,0.99
zitje,2.6875,3.052631579,positive,neutral,1.375,1.125,1.125,1.142857143,1.125,1.125,Happiness,16,19,8,0,0,0,3.866666667,high,#N/A,#N/A,#N/A,3.412309316,2.503874888,5,2,5,N,1.65,6.961827957,523.0718919,0.975,991,1
verkeerd,3.0625,1.944444444,negative,neutral,1,1.75,1.75,1.75,1.083333333,1.333333333,Joint,15,18,12,0,0,0,1.933333333,low,4.6,high,de Deyne et al. 2019,5.062603792,2.56891289,8,2,7,ADJ,1.6,6.9625,501.3254054,0.975609756,1011.67,1
rivier,2.5,3.45,positive,neutral,2,1,1.083333333,1,1,1.083333333,Happiness,16,20,12,0,0,0,4.733333333,high,6.67,high,van Loon,4.723214239,2.546043478,6,2,5,N,1.85,6.9625,533.7931579,1,964.04,0.99
speciaal,3.3125,3.526315789,positive,neutral,2.9,1.1,1.2,1,1,2.9,Joint,14,19,10,0,0,0,1.533333333,low,4.526315789,high,de Deyne et al. 2019,4.704403638,3.200912207,8,3,6,ADJ,2.6,6.9625,527.7902778,0.95,1047.36,1
duren,2.733333333,2.894736842,negative,neutral,1,1,1,1.181818182,1,1,Sadness,16,19,11,0,0,0,1.8,low,2.93,low,van Loon,4.695886013,2.576681787,5,2,4,WW,1.1,6.9625,518,0.975609756,1005.2,0.99
prettig,3.142857143,4.4,positive,valenced,4.333333333,1,1,1,1,1.955555556,Happiness,7,20,9,0,0,1,2.2,low,5.75,high,de Deyne et al. 2019,4.437320811,2.853872398,7,2,6,ADJ,2.15,6.9625,519.274878,1,989.14,1
vak,2.733333333,3.105263158,positive,neutral,1.2,1.2,1.2,1.2,1.2,1.2,Joint,17,19,10,0,0,0,2.333333333,low,5.27,high,van Loon,4.342852814,2.779366469,3,1,3,N,1,6.9625,531.3363158,0.975,989.79,1
schijnen,2.6,3.157894737,positive,neutral,1.625,1.25,1.25,1.142857143,1.25,1.375,Happiness,16,19,8,0,0,0,3.266666667,high,3.77,low,van Loon,3.937863786,3.204573217,8,2,5,WW,1.8,6.9625,588.6689189,0.951219512,1119.75,1
